"Time","vo_sen:Measured voltage"
9.9999999999999991e-06,-0.075931616650791317
1.01e-05,-0.076151430896497591
1.0199999999999999e-05,-0.076362655278143607
1.03e-05,-0.076566663886121433
1.0399999999999999e-05,-0.076764562112980772
1.0499999999999999e-05,-0.07695723975849883
1.06e-05,-0.07714541363384736
1.0699999999999999e-05,-0.077329661741335654
1.08e-05,-0.077510450695600558
1.0899999999999999e-05,-0.077688157722696841
1.1e-05,-0.077863088309270703
1.1099999999999999e-05,-0.07803549036197871
1.1199999999999999e-05,-0.078205565567225771
1.13e-05,-0.078373478504837668
1.1399999999999999e-05,-0.077309332378011714
1.15e-05,-0.076724407470604827
1.1599999999999999e-05,-0.076245963341126419
1.17e-05,-0.075852426717963578
1.1799999999999999e-05,-0.075526499519289247
1.19e-05,-0.07525431328183857
1.2e-05,-0.07502477577733338
1.2099999999999999e-05,-0.074828916170460669
1.22e-05,-0.074659578803148094
1.2299999999999999e-05,-0.074511050715599422
1.24e-05,-0.074378770636710348
1.2499999999999999e-05,-0.074258963002456338
1.26e-05,-0.074148805109588073
1.2699999999999999e-05,-0.075249185596819729
1.2799999999999999e-05,-0.076304630300392418
1.29e-05,-0.077179725589549872
1.2999999999999999e-05,-0.077909870627914296
1.31e-05,-0.07852346694921454
1.3199999999999999e-05,-0.079043302310149138
1.33e-05,-0.079487660753762818
1.3399999999999999e-05,-0.079871213165592703
1.3499999999999999e-05,-0.0802057317286336
1.3599999999999999e-05,-0.080500663090324637
1.3699999999999999e-05,-0.080763588230095065
1.38e-05,-0.081000591328445559
1.3899999999999999e-05,-0.081216555738274507
1.4e-05,-0.081415401419909272
1.4099999999999999e-05,-0.081600275423881652
1.42e-05,-0.081773704708374501
1.4299999999999999e-05,-0.08193771873697156
1.4399999999999999e-05,-0.082093947834612324
1.45e-05,-0.082243702094400697
1.4599999999999999e-05,-0.082388034681159211
1.47e-05,-0.082527792617283047
1.4799999999999999e-05,-0.082663657526498527
1.49e-05,-0.082796178320968999
1.4999999999999999e-05,-0.082925797424059894
1.5099999999999999e-05,-0.083052871809521908
1.52e-05,-0.083177689879271294
1.5299999999999999e-05,-0.083300485004022512
1.5399999999999998e-05,-0.081666541121109951
1.5500000000000001e-05,-0.080732497585889698
1.56e-05,-0.079960261731460688
1.5699999999999999e-05,-0.079317434430971834
1.5799999999999998e-05,-0.078778025360432949
1.59e-05,-0.078321185872084878
1.5999999999999999e-05,-0.077930192463528031
1.6099999999999998e-05,-0.077591631207886674
1.6200000000000001e-05,-0.077294743415877221
1.63e-05,-0.077030900656610501
1.6399999999999999e-05,-0.076793183586275099
1.6499999999999998e-05,-0.076576044028220089
1.66e-05,-0.076375033861125569
1.6699999999999999e-05,-0.077765344458039273
1.6799999999999998e-05,-0.079089675494498635
1.6900000000000001e-05,-0.08017335560821319
1.7e-05,-0.081063774594634763
1.7099999999999999e-05,-0.081798952880940343
1.7199999999999998e-05,-0.082409394416552595
1.73e-05,-0.082919573005110964
1.7399999999999999e-05,-0.083349124711127071
1.7499999999999998e-05,-0.083713804471385184
1.7600000000000001e-05,-0.084026253546013424
1.77e-05,-0.084296615209995263
1.7799999999999999e-05,-0.084533028696077955
1.7899999999999998e-05,-0.084742025464710102
1.8e-05,-0.084928847113522138
1.8099999999999999e-05,-0.08509770042414215
1.8199999999999999e-05,-0.085251961974313339
1.8299999999999998e-05,-0.08539434228835785
1.84e-05,-0.085527017530728472
1.8499999999999999e-05,-0.085651735156160633
1.8599999999999998e-05,-0.085769898669429689
1.8700000000000001e-05,-0.085882635624071418
1.88e-05,-0.085990852175132651
1.8899999999999999e-05,-0.086095276844743995
1.8999999999999998e-05,-0.086196495633137499
1.91e-05,-0.086294980187186648
1.9199999999999999e-05,-0.086391110398915005
1.9299999999999998e-05,-0.086485192535210295
1.9400000000000001e-05,-0.084279196091673725
1.95e-05,-0.083001512860856691
1.9599999999999999e-05,-0.081942825628227911
1.9699999999999998e-05,-0.081059505952477462
1.98e-05,-0.080316553537973484
1.9899999999999999e-05,-0.079685890362898998
1.9999999999999998e-05,-0.079144992105821238
2.0100000000000001e-05,-0.078675790164694309
2.02e-05,-0.078263790735469962
2.0299999999999999e-05,-0.077897368041589005
2.0399999999999998e-05,-0.077567197311979738
2.05e-05,-0.077265799832983817
2.0599999999999999e-05,-0.07698717797537874
2.0699999999999998e-05,-0.07869281468487424
2.0799999999999997e-05,-0.080310516212352051
2.09e-05,-0.081625118823173803
2.0999999999999999e-05,-0.082696402354209719
2.1099999999999998e-05,-0.08357232671721937
2.12e-05,-0.084291369517949133
2.1299999999999999e-05,-0.084884401109765528
2.1399999999999998e-05,-0.085376188856182367
2.1499999999999997e-05,-0.085786603944119466
2.16e-05,-0.086131589557495364
2.1699999999999999e-05,-0.086423937598676531
2.1799999999999998e-05,-0.086673911820791996
2.19e-05,-0.086889747738765483
2.1999999999999999e-05,-0.087078053687372509
2.2099999999999998e-05,-0.087244132571638239
2.2199999999999998e-05,-0.08739223999566248
2.23e-05,-0.087525791345810705
2.2399999999999999e-05,-0.087647527926497409
2.2499999999999998e-05,-0.087759650243204188
2.26e-05,-0.08786392492995726
2.27e-05,-0.087961770532353462
2.2799999999999999e-05,-0.088054326328602911
2.2899999999999998e-05,-0.088142507540628107
2.3e-05,-0.088227049628478951
2.3099999999999999e-05,-0.088308543825778296
2.3199999999999998e-05,-0.088387465648149713
2.3300000000000001e-05,-0.088464197764562477
2.34e-05,-0.085679842380478211
2.3499999999999999e-05,-0.084059574652680824
2.3599999999999998e-05,-0.082717281715271415
2.37e-05,-0.081597733525579058
2.3799999999999999e-05,-0.080656621321074623
2.3899999999999998e-05,-0.079858398368623837
2.4000000000000001e-05,-0.07917454769608899
2.41e-05,-0.078582192277823093
2.4199999999999999e-05,-0.078062980002960691
2.4299999999999998e-05,-0.077602189073100666
2.44e-05,-0.077188010278757851
2.4499999999999999e-05,-0.076810971155452906
2.4599999999999998e-05,-0.076463473988179764
2.4699999999999997e-05,-0.078504932404468791
2.48e-05,-0.080435674460423295
2.4899999999999999e-05,-0.081998849036006877
2.4999999999999998e-05,-0.083267008135265455
2.51e-05,-0.084298357936908236
2.5199999999999999e-05,-0.08513959596923884
2.5299999999999998e-05,-0.085828186850905236
2.5399999999999997e-05,-0.086394188025631605
2.55e-05,-0.086861714471963197
2.5599999999999999e-05,-0.087250113768773452
2.5699999999999998e-05,-0.087574908810099814
2.58e-05,-0.087848554097981035
2.5899999999999999e-05,-0.088081042482827429
2.5999999999999998e-05,-0.088280391929942525
2.6099999999999997e-05,-0.088453036028918477
2.62e-05,-0.08860413728144434
2.6299999999999999e-05,-0.088737838440844818
2.6399999999999998e-05,-0.0888574641495605
2.65e-05,-0.088965682705208757
2.6599999999999999e-05,-0.089064635838065787
2.6699999999999998e-05,-0.089156042826024087
2.6799999999999998e-05,-0.08924128402201828
2.69e-05,-0.089321467864344264
2.6999999999999999e-05,-0.089397484636036306
2.7099999999999998e-05,-0.089470049594242762
2.7199999999999997e-05,-0.089539737570661027
2.73e-05,-0.089607010730375053
2.7399999999999999e-05,-0.086235228685926785
2.7499999999999998e-05,-0.084270405173260593
2.76e-05,-0.082644279310786106
2.7699999999999999e-05,-0.08128966235099909
2.7799999999999998e-05,-0.080152650653378163
2.7899999999999997e-05,-0.079189999119262305
2.8e-05,-0.078367013966327087
2.8099999999999999e-05,-0.077655862119730718
2.8199999999999998e-05,-0.077034214830121434
2.83e-05,-0.076484159451315314
2.8399999999999999e-05,-0.075991326362626149
2.8499999999999998e-05,-0.075544188496065839
2.8599999999999997e-05,-0.075133499342232068
2.87e-05,-0.077068437285430474
2.8799999999999999e-05,-0.079294409756854589
2.8899999999999998e-05,-0.081274293871590464
2.9e-05,-0.082814764591562395
2.9099999999999999e-05,-0.084063377707356585
2.9199999999999998e-05,-0.085077727337140335
2.9299999999999997e-05,-0.085904019864379039
2.94e-05,-0.086579325771874521
2.9499999999999999e-05,-0.087133386192475154
2.9599999999999998e-05,-0.087590062228828119
2.97e-05,-0.087968497678005075
2.9799999999999999e-05,-0.088284051835413949
2.9899999999999998e-05,-0.088549047846393752
2.9999999999999997e-05,-0.088773373072619649
3.01e-05,-0.088964960743596957
3.0199999999999999e-05,-0.089130176361829211
3.0299999999999998e-05,-0.089274127701545025
3.04e-05,-0.089400913506276602
3.0499999999999999e-05,-0.089513823008528198
3.0599999999999998e-05,-0.089615495995848504
3.0700000000000001e-05,-0.089708051224626537
3.0799999999999996e-05,-0.089793189442124388
3.0899999999999999e-05,-0.089872276035496398
3.1000000000000001e-05,-0.089946407338258316
3.1099999999999997e-05,-0.090016463824786896
3.1199999999999999e-05,-0.090083152786763515
3.1300000000000002e-05,-0.090147042569898528
3.1399999999999998e-05,-0.086177495720139635
3.15e-05,-0.083864572954148148
3.1599999999999996e-05,-0.081952717838652406
3.1699999999999998e-05,-0.080362448738337144
3.18e-05,-0.079029999135773701
3.1899999999999996e-05,-0.077904210599773066
3.1999999999999999e-05,-0.076944040163105604
3.2100000000000001e-05,-0.076116560475423478
3.2199999999999997e-05,-0.075395355327221289
3.2299999999999999e-05,-0.07475923238438166
3.2400000000000001e-05,-0.074191190419414937
3.2499999999999997e-05,-0.073677590709497698
3.26e-05,-0.07320749225908002
3.2699999999999995e-05,-0.074763101501736928
3.2799999999999998e-05,-0.076569991464461945
3.29e-05,-0.078277549093815707
3.2999999999999996e-05,-0.079892756781648061
3.3099999999999998e-05,-0.081422107521862255
3.3200000000000001e-05,-0.082871639196841512
3.3299999999999996e-05,-0.084177819708795065
3.3399999999999999e-05,-0.085197576871028691
3.3500000000000001e-05,-0.086027946770088765
3.3599999999999997e-05,-0.086706265340831742
3.3699999999999999e-05,-0.087262486659542671
3.3800000000000002e-05,-0.087720642640967794
3.3899999999999997e-05,-0.088100014095645385
3.4e-05,-0.088416070217912784
3.4099999999999995e-05,-0.088681222297651394
3.4199999999999998e-05,-0.088905428390214147
3.43e-05,-0.089096678417348141
3.4399999999999996e-05,-0.089261383342975564
3.4499999999999998e-05,-0.08940468739190173
3.4600000000000001e-05,-0.089530718529408776
3.4699999999999996e-05,-0.089642789410550955
3.4799999999999999e-05,-0.089743558594090667
3.4900000000000001e-05,-0.089835159875235354
3.4999999999999997e-05,-0.089919306046139513
3.5099999999999999e-05,-0.089997372137257822
3.5200000000000002e-05,-0.09007046219896335
3.5299999999999997e-05,-0.090139462877151744
3.54e-05,-0.085564426748113154
3.5499999999999996e-05,-0.082901658579584134
3.5599999999999998e-05,-0.080703506389093405
3.57e-05,-0.078877955233572244
3.5799999999999996e-05,-0.077351182872647362
3.5899999999999998e-05,-0.076063962919029782
3.6000000000000001e-05,-0.074968779216202291
3.6099999999999997e-05,-0.074027510717094611
3.6199999999999999e-05,-0.073209574061752325
3.6300000000000001e-05,-0.072490433353757572
3.6399999999999997e-05,-0.071850404574074822
3.65e-05,-0.071273696353145261
3.6599999999999995e-05,-0.070747640379441507
3.6699999999999998e-05,-0.071894378754445626
3.68e-05,-0.073248889618729413
3.6899999999999996e-05,-0.074525268508789641
3.6999999999999998e-05,-0.075729020594834356
3.7100000000000001e-05,-0.076865265189421411
3.7199999999999996e-05,-0.0779387627828389
3.7299999999999999e-05,-0.078953940197884764
3.7400000000000001e-05,-0.079914913965174472
3.7499999999999997e-05,-0.080825512065366756
3.7599999999999999e-05,-0.081689294161788911
3.7700000000000002e-05,-0.082509570394074069
3.7799999999999997e-05,-0.0832894188663581
3.79e-05,-0.084031701910153633
3.7999999999999995e-05,-0.084739081203720312
3.8099999999999998e-05,-0.085414031831954923
3.82e-05,-0.08605885536947272
3.8299999999999996e-05,-0.086675692031219637
3.8399999999999998e-05,-0.087173080084038596
3.8500000000000001e-05,-0.087583295590755367
3.8599999999999996e-05,-0.087924817006119121
3.8699999999999999e-05,-0.088211112526931534
3.8800000000000001e-05,-0.088452988183826894
3.8899999999999997e-05,-0.088659114255672716
3.8999999999999999e-05,-0.08883644758755882
3.9099999999999995e-05,-0.088990570402472616
3.9199999999999997e-05,-0.089125962113047671
3.93e-05,-0.089246217384582965
3.9399999999999995e-05,-0.084089885345526333
3.9499999999999998e-05,-0.081101161723593218
3.96e-05,-0.078637056626522955
3.9699999999999996e-05,-0.076593712115706092
3.9799999999999998e-05,-0.074887804186235057
3.9900000000000001e-05,-0.073452483009191993
3.9999999999999996e-05,-0.072234115979815536
4.0099999999999999e-05,-0.071189674671677944
4.0200000000000001e-05,-0.070284638370486985
4.0299999999999997e-05,-0.069491312085395829
4.0399999999999999e-05,-0.068787477097639091
4.0499999999999995e-05,-0.068155308292816935
4.0599999999999998e-05,-0.06758050553003582
4.07e-05,-0.068283173876149378
4.0799999999999996e-05,-0.069145322959641264
4.0899999999999998e-05,-0.069953121636174231
4.1e-05,-0.07071041735483781
4.1099999999999996e-05,-0.071420787896904869
4.1199999999999999e-05,-0.072087560278962959
4.1300000000000001e-05,-0.072713828323185473
4.1399999999999997e-05,-0.07330246899953978
4.1499999999999999e-05,-0.073856157621882523
4.1599999999999995e-05,-0.074377381981043156
4.1699999999999997e-05,-0.074868455485942842
4.18e-05,-0.075331529381590073
4.1899999999999995e-05,-0.07576860411567457
4.1999999999999998e-05,-0.076181539906456264
4.21e-05,-0.076572066567990579
4.2199999999999996e-05,-0.076941792650528223
4.2299999999999998e-05,-0.077292213935347936
4.2400000000000001e-05,-0.077624721340166111
4.2499999999999996e-05,-0.077940608267578787
4.2599999999999999e-05,-0.078241077438694129
4.2700000000000001e-05,-0.078527247244880125
4.2799999999999997e-05,-0.078800157661661346
4.2899999999999999e-05,-0.079060775742400211
4.2999999999999995e-05,-0.07931000072738785
4.3099999999999997e-05,-0.07954866879686083
4.32e-05,-0.079777557490593259
4.3299999999999995e-05,-0.079997389815274933
4.3399999999999998e-05,-0.075978199208588865
4.35e-05,-0.073649544923887922
4.3599999999999996e-05,-0.071713479822535051
4.3699999999999998e-05,-0.070092241199614269
4.3800000000000001e-05,-0.068723441044215627
4.3899999999999996e-05,-0.067557026643078832
4.3999999999999999e-05,-0.066552841790829528
4.4100000000000001e-05,-0.065678670246979903
4.4199999999999997e-05,-0.064908665988645295
4.4299999999999999e-05,-0.064222093809195899
4.4399999999999995e-05,-0.06360231890118416
4.4499999999999997e-05,-0.063035996194281574
4.46e-05,-0.062512419962167221
4.4699999999999996e-05,-0.062726613163158335
4.4799999999999998e-05,-0.063035782848224975
4.49e-05,-0.063318488216516908
4.4999999999999996e-05,-0.063576631975688649
4.5099999999999998e-05,-0.06381198347661976
4.5200000000000001e-05,-0.064026188058976294
4.5299999999999997e-05,-0.064220775740172514
4.5399999999999999e-05,-0.064397169299005519
4.5499999999999995e-05,-0.064556691788864196
4.5599999999999997e-05,-0.064700573527129351
4.57e-05,-0.06482995859382773
4.5799999999999995e-05,-0.064945910874478416
4.5899999999999998e-05,-0.065049419680307669
4.6e-05,-0.065141404973821315
4.6099999999999996e-05,-0.065222722229259483
4.6199999999999998e-05,-0.065294166950876406
4.6300000000000001e-05,-0.065356478875974275
4.6399999999999996e-05,-0.06541034588284568
4.6499999999999999e-05,-0.065456407624459742
4.6600000000000001e-05,-0.06549525890823274
4.6699999999999997e-05,-0.065527452838749889
4.6799999999999999e-05,-0.06555350373976096
4.6899999999999995e-05,-0.065573889872114322
4.6999999999999997e-05,-0.065589055960525278
4.71e-05,-0.065599415544145223
4.7199999999999995e-05,-0.065605353161383287
4.7299999999999998e-05,-0.06560722638219918
4.74e-05,-0.063713204568098925
4.7499999999999996e-05,-0.062553345317417325
4.7599999999999998e-05,-0.061556272293755022
4.7700000000000001e-05,-0.060689621782694859
4.7799999999999996e-05,-0.059927429885515193
4.7899999999999999e-05,-0.059248867180714551
4.8000000000000001e-05,-0.058637223624066266
4.8099999999999997e-05,-0.058079094132333829
4.8199999999999999e-05,-0.057563725181097751
4.8299999999999995e-05,-0.057082490578261695
4.8399999999999997e-05,-0.056628470876319024
4.85e-05,-0.056196115936718971
4.8599999999999995e-05,-0.055780974206374428
4.8699999999999998e-05,-0.055453489466845016
4.88e-05,-0.055144140151792087
4.8899999999999996e-05,-0.054840689099034751
4.8999999999999998e-05,-0.054542781144469074
4.9100000000000001e-05,-0.054250086017755314
4.9199999999999997e-05,-0.053962296601343523
4.9299999999999999e-05,-0.053679127303567664
4.9399999999999995e-05,-0.053400312550188331
4.9499999999999997e-05,-0.05312560538433081
4.9599999999999999e-05,-0.052854776159521867
4.9699999999999995e-05,-0.05258761132695651
4.9799999999999998e-05,-0.052323912307356724
4.99e-05,-0.052063494441620367
4.9999999999999996e-05,-0.051806186015013446
5.0099999999999998e-05,-0.051551827350297244
5.02e-05,-0.051300269963285149
5.0299999999999996e-05,-0.051051375779266828
5.0399999999999999e-05,-0.050805016402655445
5.0500000000000001e-05,-0.050561072438726234
5.0599999999999997e-05,-0.050319432862401953
5.0699999999999999e-05,-0.050079994432708545
5.0799999999999995e-05,-0.049842661145426848
5.0899999999999997e-05,-0.049607343726808042
5.1e-05,-0.049373959161561259
5.1099999999999995e-05,-0.049142430254635695
5.1199999999999998e-05,-0.048912685221813093
5.13e-05,-0.048684657311914049
5.1399999999999996e-05,-0.048421341955885093
5.1499999999999998e-05,-0.048099118626570431
5.1600000000000001e-05,-0.047728578937329534
5.1699999999999996e-05,-0.047312129292373585
5.1799999999999999e-05,-0.046852007444782073
5.1899999999999994e-05,-0.046350294323698554
5.1999999999999997e-05,-0.045808925017105699
5.2099999999999999e-05,-0.045229699006821431
5.2199999999999995e-05,-0.044614289665476307
5.2299999999999997e-05,-0.043964253103488754
5.24e-05,-0.043281036384232904
5.2499999999999995e-05,-0.042565985170618222
5.2599999999999998e-05,-0.041820350834558685
5.27e-05,-0.041054506833458293
5.2799999999999996e-05,-0.040325028006697836
5.2899999999999998e-05,-0.039619853544929501
5.3000000000000001e-05,-0.03893734930638814
5.3099999999999996e-05,-0.038275995697892792
5.3199999999999999e-05,-0.037634379643296384
5.3299999999999995e-05,-0.037011187122402499
5.3399999999999997e-05,-0.036405196225879607
5.3499999999999999e-05,-0.035815270702718907
5.3599999999999995e-05,-0.035240353954382846
5.3699999999999997e-05,-0.034679463455303636
5.38e-05,-0.034131685559826548
5.3899999999999996e-05,-0.03359617067615539
5.3999999999999998e-05,-0.033072128777827954
5.41e-05,-0.032558825226929926
5.4199999999999996e-05,-0.03205557689419207
5.4299999999999998e-05,-0.031561748549019254
5.4399999999999994e-05,-0.03107674950181891
5.4499999999999997e-05,-0.030600030484149554
5.4599999999999999e-05,-0.030131080743031578
5.4699999999999995e-05,-0.02966942534357956
5.4799999999999997e-05,-0.029214622659656776
5.49e-05,-0.028766262035924368
5.4999999999999995e-05,-0.028323961621061954
5.5099999999999998e-05,-0.027887366346349637
5.52e-05,-0.027456146049952571
5.5299999999999996e-05,-0.027029993731443991
5.5399999999999998e-05,-0.026570522598326714
5.5500000000000001e-05,-0.026053166713685644
5.5599999999999996e-05,-0.025488660166230793
5.5699999999999999e-05,-0.02487930828610968
5.5799999999999994e-05,-0.024227254883883866
5.5899999999999997e-05,-0.023534493577364316
5.5999999999999999e-05,-0.022802878318138792
5.6099999999999995e-05,-0.022034133186879357
5.6199999999999997e-05,-0.021229861485709059
5.63e-05,-0.020391554215518685
5.6399999999999995e-05,-0.019520597946974562
5.6499999999999998e-05,-0.018618282136634485
5.66e-05,-0.01768580594109562
5.6699999999999996e-05,-0.016733779631928056
5.6799999999999998e-05,-0.015820451361939301
5.6900000000000001e-05,-0.014933311854832515
5.6999999999999996e-05,-0.014070607024679369
5.7099999999999999e-05,-0.013230705759955559
5.7199999999999994e-05,-0.012412091302632666
5.7299999999999997e-05,-0.0116133532392622
5.7399999999999999e-05,-0.010833180044602538
5.7499999999999995e-05,-0.010070352151813226
5.7599999999999997e-05,-0.0093237355098253101
5.77e-05,-0.0085922755849656834
5.7799999999999995e-05,-0.0078749917956228259
5.7899999999999998e-05,-0.0071709723248937068
5.8e-05,-0.006479369302317
5.8099999999999996e-05,-0.0057993943220662203
5.8199999999999998e-05,-0.0051303142772466497
5.8299999999999994e-05,-0.0044714474821438456
5.8399999999999997e-05,-0.0038221600682213711
5.8499999999999999e-05,-0.0031818626359282551
5.8599999999999995e-05,-0.0025500071352735909
5.8699999999999997e-05,-0.001926083968680832
5.8799999999999999e-05,-0.0013096192958841762
5.8899999999999995e-05,-0.00070017252902394855
5.8999999999999998e-05,-9.7334001757445887e-05
5.91e-05,0.00049927720131348607
5.9199999999999996e-05,0.0010900152537415136
5.9299999999999998e-05,0.0016752094658133779
5.94e-05,0.0022944196197528452
5.9499999999999996e-05,0.0029729643776606682
5.9599999999999999e-05,0.0036997938386717014
5.9699999999999994e-05,0.0044725412217345231
5.9799999999999997e-05,0.0052890055146262646
5.9899999999999999e-05,0.0061471398582215384
5.9999999999999995e-05,0.0070450407527952036
6.0099999999999997e-05,0.0079809379846301418
6.02e-05,0.0089531852985818075
6.0299999999999995e-05,0.0099602517088126993
6.0399999999999998e-05,0.011000713410279167
6.05e-05,0.012073246266697139
6.0599999999999996e-05,0.013176618832787999
6.0699999999999998e-05,0.014299907053277286
6.0800000000000001e-05,0.015383126202800745
6.0899999999999996e-05,0.016439163746073425
6.0999999999999999e-05,0.017469830063502667
6.1099999999999994e-05,0.018476808592606482
6.1199999999999997e-05,0.019461664731488512
6.1299999999999999e-05,0.020425854102436102
6.1400000000000002e-05,0.02137073025259336
6.1499999999999991e-05,0.022297551804900888
6.1599999999999993e-05,0.023207489106467714
6.1699999999999995e-05,0.024101630426772734
6.1799999999999998e-05,0.024980987694292765
6.19e-05,0.025846501861697159
6.2000000000000003e-05,0.026699047866687309
6.2099999999999992e-05,0.027539439266918556
6.2199999999999994e-05,0.028368432540509282
6.2299999999999996e-05,0.029186731083102983
6.2399999999999999e-05,0.029994988931041765
6.2500000000000001e-05,0.030793814224411874
6.2600000000000004e-05,0.031583772412688095
6.2699999999999993e-05,0.032365389260018161
6.2799999999999995e-05,0.033139153610706802
6.2899999999999997e-05,0.033905519995202464
6.3e-05,0.034664911022489038
6.3100000000000002e-05,0.035417719621033565
6.3199999999999991e-05,0.036164311117731156
6.3299999999999994e-05,0.036905025175738439
6.3399999999999996e-05,0.037680576814621648
6.3499999999999999e-05,0.038517022857759563
6.3600000000000001e-05,0.039402989897447831
6.3700000000000003e-05,0.040336041204558408
6.3799999999999992e-05,0.041313910680087836
6.3899999999999995e-05,0.042334490880130644
6.3999999999999997e-05,0.043395821922559148
6.41e-05,0.044496081114743909
6.4200000000000002e-05,0.045633573358463513
6.4299999999999991e-05,0.046806722187938431
6.4399999999999993e-05,0.048014061469676704
6.4499999999999996e-05,0.04925422765012049
6.4599999999999998e-05,0.050525952578078272
6.4700000000000001e-05,0.051817995961836165
6.4800000000000003e-05,0.053068642578461701
6.4899999999999992e-05,0.054291152200004418
6.4999999999999994e-05,0.055487387747729884
6.5099999999999997e-05,0.056659081496256279
6.5199999999999999e-05,0.057807844234182774
6.5300000000000002e-05,0.058935173778757323
6.539999999999999e-05,0.060042462895409536
6.5499999999999993e-05,0.061131006654979413
6.5599999999999995e-05,0.06220200928334544
6.5699999999999998e-05,0.06325659052769822
6.58e-05,0.064295791574311423
6.5900000000000003e-05,0.065320580558676206
6.5999999999999992e-05,0.066331857684618356
6.6099999999999994e-05,0.06733045998076434
6.6199999999999996e-05,0.068317165733652263
6.6299999999999999e-05,0.069292698601614439
6.6400000000000001e-05,0.070257731441067867
6.6500000000000004e-05,0.071212889876119734
