"Time","I_L:Measured current"
6.3999999999999997e-06,1.3791087659207202
6.4999999999999996e-06,1.3786642887039777
6.5999999999999995e-06,1.3781174968200134
6.6999999999999994e-06,1.3776537845217804
6.7999999999999993e-06,1.3771194972057208
6.9e-06,1.3766142170440081
6.9999999999999999e-06,1.3760598882490815
7.0999999999999998e-06,1.3754660160843311
7.1999999999999997e-06,1.3750747196572202
7.2999999999999996e-06,1.3745712138645403
7.3999999999999995e-06,1.4242034800847101
7.4999999999999993e-06,1.4984828086296891
7.6000000000000001e-06,1.5728678320022245
7.6999999999999991e-06,1.6473569777277086
7.7999999999999999e-06,1.7218819187606009
7.8999999999999989e-06,1.7964242509205288
7.9999999999999996e-06,1.8709488356169024
8.1000000000000004e-06,1.9456649076372317
8.1999999999999994e-06,2.0204040746427778
8.3000000000000002e-06,2.0952520739415279
8.3999999999999992e-06,2.1701857232707105
8.4999999999999999e-06,2.2451328158942139
8.599999999999999e-06,2.3201885142520622
8.6999999999999997e-06,2.3799972331508283
8.8000000000000004e-06,2.3791096887704066
8.8999999999999995e-06,2.3782270285700209
9.0000000000000002e-06,2.3773092418362753
9.0999999999999993e-06,2.376475467685188
9.2e-06,2.3755695628163553
9.299999999999999e-06,2.3746901446138144
9.3999999999999998e-06,2.3737494217948951
9.4999999999999988e-06,2.3728085382219417
9.5999999999999996e-06,2.3720573665005276
9.7000000000000003e-06,2.3711686221607073
9.7999999999999993e-06,2.370260060513782
9.9000000000000001e-06,2.3694018924976192
9.9999999999999991e-06,2.3685009925239089
1.01e-05,2.3675748407983401
1.0199999999999999e-05,2.3667502949499384
1.03e-05,2.3658326338513636
1.0399999999999999e-05,2.3649352106469608
1.0499999999999999e-05,2.3641006266876183
1.06e-05,2.363145000038724
1.0699999999999999e-05,2.3622362262063987
1.08e-05,2.3614077585716187
1.0899999999999999e-05,2.3604258221175187
1.1e-05,2.3597200568007417
1.1099999999999999e-05,2.3588270516534595
1.1199999999999999e-05,2.357918505186833
1.13e-05,2.3570172085078629
1.1399999999999999e-05,2.4090681289984479
1.15e-05,2.4871000309297568
1.1599999999999999e-05,2.5651614955441842
1.17e-05,2.6432897870168524
1.1799999999999999e-05,2.7214937762996088
1.19e-05,2.7997607334192565
1.2e-05,2.8779708037202205
1.2099999999999999e-05,2.9563034337565131
1.22e-05,3.0347664671066434
1.2299999999999999e-05,3.1132794505880765
1.24e-05,3.1917119979337429
1.2499999999999999e-05,3.2703964184808041
1.26e-05,3.3488633892825947
1.2699999999999999e-05,3.4115196077927434
1.2799999999999999e-05,3.4102223146694013
1.29e-05,3.4088983567166591
1.2999999999999999e-05,3.407731153587251
1.31e-05,3.4064546740612509
1.3199999999999999e-05,3.405146566378384
1.33e-05,3.4039259228007639
1.3399999999999999e-05,3.4026364775122349
1.3499999999999999e-05,3.4014005496152402
1.3599999999999999e-05,3.4001343067078653
1.3699999999999999e-05,3.3988685349216858
1.38e-05,3.397603234341052
1.3899999999999999e-05,3.396338404795189
1.4e-05,3.3950740461088302
1.4099999999999999e-05,3.3938101581066906
1.42e-05,3.3925467406135481
1.4299999999999999e-05,3.3912837934542424
1.4399999999999999e-05,3.3900213164536859
1.45e-05,3.388759309436852
1.4599999999999999e-05,3.3874977722287762
1.47e-05,3.3862367046545616
1.4799999999999999e-05,3.3849761065393817
1.49e-05,3.3837159777084707
1.4999999999999999e-05,3.3824563179871237
1.5099999999999999e-05,3.3811971272007053
1.52e-05,3.3799384051746446
1.5299999999999999e-05,3.3786801517344376
1.5399999999999998e-05,3.4328776179448104
1.5500000000000001e-05,3.5144115695085354
1.56e-05,3.5959792053274287
1.5699999999999999e-05,3.6775852776732636
1.5799999999999998e-05,3.7592335791485718
1.59e-05,3.8409271342123366
1.5999999999999999e-05,3.9226683490345264
1.6099999999999998e-05,4.0044591352649537
1.6200000000000001e-05,4.0863010080333586
1.63e-05,4.1681951633436443
1.6399999999999999e-05,4.2501425429734843
1.6499999999999998e-05,4.3321438833504029
1.66e-05,4.41419975717693
1.6699999999999999e-05,4.4795490768294899
1.6799999999999998e-05,4.4778814707461416
1.6900000000000001e-05,4.4762144848162837
1.7e-05,4.4745481194570802
1.7099999999999999e-05,4.4728823744375665
1.7199999999999998e-05,4.4712172495268039
1.73e-05,4.4695527444939618
1.7399999999999999e-05,4.4678888591082577
1.7499999999999998e-05,4.4662255931390238
1.7600000000000001e-05,4.4645629463556658
1.77e-05,4.4629009185276791
1.7799999999999999e-05,4.4612395094246438
1.7899999999999998e-05,4.4595787188162337
1.8e-05,4.4579185464721949
1.8099999999999999e-05,4.4562589921623665
1.8199999999999999e-05,4.4546000556566749
1.8299999999999998e-05,4.4529417367251281
1.84e-05,4.45128403513782
1.8499999999999999e-05,4.4496269506649266
1.8599999999999998e-05,4.4479704830767099
1.8700000000000001e-05,4.4463146321435367
1.88e-05,4.4446593976358431
1.8899999999999999e-05,4.4430047793241405
1.8999999999999998e-05,4.4413507769790463
1.91e-05,4.439697390371248
1.9199999999999999e-05,4.4380446192715217
1.9299999999999998e-05,4.4363924634507459
1.9400000000000001e-05,4.4927418400720915
1.95e-05,4.5776701373130226
1.9599999999999999e-05,4.6626198724179035
1.9699999999999998e-05,4.7475975062312106
1.98e-05,4.8326082070569791
1.9899999999999999e-05,4.9176561072064748
1.9999999999999998e-05,5.0027445069447944
2.0100000000000001e-05,5.0878760398209621
2.02e-05,5.1730528041371713
2.0299999999999999e-05,5.2582764689578037
2.0399999999999998e-05,5.3435483587751289
2.05e-05,5.4288695225758152
2.0599999999999999e-05,5.5142407874581245
2.0699999999999998e-05,5.5821573015366299
2.0799999999999997e-05,5.5800792270076105
2.09e-05,5.5780019246895458
2.0999999999999999e-05,5.5759253956911321
2.1099999999999998e-05,5.5738496397244752
2.12e-05,5.5717746565018071
2.1299999999999999e-05,5.5697004457354602
2.1399999999999998e-05,5.5676270071378671
2.1499999999999997e-05,5.565554340421575
2.16e-05,5.5634824452992433
2.1699999999999999e-05,5.5614113214836172
2.1799999999999998e-05,5.5593409686875574
2.19e-05,5.5572713866240449
2.1999999999999999e-05,5.5552025750061436
2.2099999999999998e-05,5.553134533547059
2.2199999999999998e-05,5.5510672619600792
2.23e-05,5.5490007599585907
2.2399999999999999e-05,5.5469350272561133
2.2499999999999998e-05,5.544870063566254
2.26e-05,5.5428058686027253
2.27e-05,5.5407424420793605
2.2799999999999999e-05,5.5386797837100996
2.2899999999999998e-05,5.5366178932089678
2.3e-05,5.5345567702901075
2.3099999999999999e-05,5.5324964146677775
2.3199999999999998e-05,5.5304368260563335
2.3300000000000001e-05,5.5283780041702366
2.34e-05,5.5868229028051157
2.3499999999999999e-05,5.67506798356301
2.3599999999999998e-05,5.7633226894070475
2.37e-05,5.8515952333060204
2.3799999999999999e-05,5.9398921917422367
2.3899999999999998e-05,6.0282188287228893
2.4000000000000001e-05,6.1165793555237302
2.41e-05,6.204977139281123
2.4199999999999999e-05,6.2934148682765043
2.4299999999999998e-05,6.3818946883000276
2.44e-05,6.470418308048222
2.4499999999999999e-05,6.5589870869326061
2.4599999999999998e-05,6.6476021038195903
2.4699999999999997e-05,6.7180264236591789
2.48e-05,6.7155254979234931
2.4899999999999999e-05,6.7130255017556353
2.4999999999999998e-05,6.7105264362641259
2.51e-05,6.7080283011025239
2.5199999999999999e-05,6.7055310959244787
2.5299999999999998e-05,6.7030348203837926
2.5399999999999997e-05,6.7005394741343931
2.55e-05,6.6980450568303169
2.5599999999999999e-05,6.6955515681257642
2.5699999999999998e-05,6.6930590076750276
2.58e-05,6.6905673751325461
2.5899999999999999e-05,6.6880766701528946
2.5999999999999998e-05,6.6855868923907584
2.6099999999999997e-05,6.6830980415009682
2.62e-05,6.680610117138472
2.6299999999999999e-05,6.6781231189583572
2.6399999999999998e-05,6.6756370466158295
2.65e-05,6.6731518997662214
2.6599999999999999e-05,6.6706676780649943
2.6699999999999998e-05,6.6681843811677615
2.6799999999999998e-05,6.665702008730241
2.69e-05,6.6632205604082717
2.6999999999999999e-05,6.6607400358578426
2.7099999999999998e-05,6.6582604347350482
2.7199999999999997e-05,6.6557817566961308
2.73e-05,6.6533040013974478
2.7399999999999999e-05,6.7138020032375989
2.7499999999999998e-05,6.8053066257747536
2.76e-05,6.8968091474938777
2.7699999999999999e-05,6.9883195805763947
2.7799999999999998e-05,7.0798459470017274
2.7899999999999997e-05,7.1713946718612052
2.8e-05,7.2629708995182805
2.8099999999999999e-05,7.3545787462804286
2.8199999999999998e-05,7.4462215043569246
2.83e-05,7.5379018038527992
2.8399999999999999e-05,7.6296217450592598
2.8499999999999998e-05,7.7213830017758642
2.8599999999999997e-05,7.8131869066536375
2.87e-05,7.8860507748101352
2.8799999999999999e-05,7.8830415097310214
2.8899999999999998e-05,7.8800955235149397
2.9e-05,7.8771619555931442
2.9099999999999999e-05,7.8742295150821757
2.9199999999999998e-05,7.8712981668658752
2.9299999999999997e-05,7.8683679099171506
2.94e-05,7.8654387438186406
2.9499999999999999e-05,7.8625106681640728
2.9599999999999998e-05,7.8595836825474974
2.97e-05,7.8566577865631153
2.9799999999999999e-05,7.8537329798052884
2.9899999999999998e-05,7.8508092618685446
2.9999999999999997e-05,7.8478866323475289
3.01e-05,7.8449650908370874
3.0199999999999999e-05,7.8420446369321475
3.0299999999999998e-05,7.8391252702278305
3.04e-05,7.8362069903194174
3.0499999999999999e-05,7.8332897968023314
3.0599999999999998e-05,7.8303736892721219
3.0700000000000001e-05,7.8274586673245139
3.0799999999999996e-05,7.8245447305553819
3.0899999999999999e-05,7.8216318785607415
3.1000000000000001e-05,7.8187201109367681
3.1099999999999997e-05,7.8158094272797625
3.1199999999999999e-05,7.8128998271862278
3.1300000000000002e-05,7.8099913102527525
3.1399999999999998e-05,7.8725069874533755
3.15e-05,7.9672240061916222
3.1599999999999996e-05,8.0619271343398449
3.1699999999999998e-05,8.1566282312293374
3.18e-05,8.2513368009887174
3.1899999999999996e-05,8.3460604598803734
3.1999999999999999e-05,8.4408053081278922
3.2100000000000001e-05,8.5355762300456721
3.2199999999999997e-05,8.6303771350545961
3.2299999999999999e-05,8.7252111495127966
3.2400000000000001e-05,8.8200807720972776
3.2499999999999997e-05,8.9149879980669571
3.26e-05,9.0099344188660222
3.2699999999999995e-05,9.0851844894866769
3.2799999999999998e-05,9.0815411665093215
3.29e-05,9.0779568283981025
3.2999999999999996e-05,9.0744280272461832
3.3099999999999998e-05,9.0709515562901473
3.3200000000000001e-05,9.0675244335775371
3.3299999999999996e-05,9.0641399437054879
3.3399999999999999e-05,9.0607656003937453
3.3500000000000001e-05,9.0573925386151739
3.3599999999999997e-05,9.0540207329836022
3.3699999999999999e-05,9.0506501825859811
3.3800000000000002e-05,9.0472808869470693
3.3899999999999997e-05,9.0439128455995927
3.4e-05,9.0405460580766448
3.4099999999999995e-05,9.0371805239114416
3.4199999999999998e-05,9.0338162426373874
3.43e-05,9.0304532137880695
3.4399999999999996e-05,9.0270914368972672
3.4499999999999998e-05,9.0237309114988911
3.4600000000000001e-05,9.0203716371270524
3.4699999999999996e-05,9.0170136133160348
3.4799999999999999e-05,9.0136568396002978
3.4900000000000001e-05,9.0103013155144414
3.4999999999999997e-05,9.0069470405933032
3.5099999999999999e-05,9.003594014371803
3.5200000000000002e-05,9.0002422363850929
3.5299999999999997e-05,8.9968917061685509
3.54e-05,9.0613927098278282
3.5499999999999996e-05,9.1592793020174508
3.5599999999999998e-05,9.2571401505709545
3.57e-05,9.3549889959045363
3.5799999999999996e-05,9.4528368527137676
3.5899999999999998e-05,9.5506925490314725
3.6000000000000001e-05,9.6485631587736975
3.6099999999999997e-05,9.7464543482457415
3.6199999999999999e-05,9.8443706537379949
3.6300000000000001e-05,9.9423157069269887
3.6399999999999997e-05,10.040292411381722
3.65e-05,10.13830308853268
3.6599999999999995e-05,10.236349591229345
3.6699999999999998e-05,10.313947665622415
3.68e-05,10.309648129163087
3.6899999999999996e-05,10.30539436181108
3.6999999999999998e-05,10.301183649736098
3.7100000000000001e-05,10.297013468949944
3.7199999999999996e-05,10.292881472717768
3.7299999999999999e-05,10.288785479129263
3.7400000000000001e-05,10.284723459547719
3.7499999999999997e-05,10.280693527867321
3.7599999999999999e-05,10.276693930522963
3.7700000000000002e-05,10.272723037199956
3.7799999999999997e-05,10.268779332195356
3.79e-05,10.264861406387507
3.7999999999999995e-05,10.260967949761328
3.8099999999999998e-05,10.257097744462689
3.82e-05,10.253249658340209
3.8299999999999996e-05,10.249422638935723
3.8399999999999998e-05,10.245606779910101
3.8500000000000001e-05,10.241792631176189
3.8599999999999996e-05,10.23797990751506
3.8699999999999999e-05,10.234168603313368
3.8800000000000001e-05,10.230358717951797
3.8899999999999997e-05,10.226550250900532
3.8999999999999999e-05,10.222743201631555
3.9099999999999995e-05,10.21893756961704
3.9199999999999997e-05,10.215133354329389
3.93e-05,10.211330555241258
3.9399999999999995e-05,10.277782480012123
3.9499999999999998e-05,10.378792948175246
3.96e-05,10.479766453026835
3.9699999999999996e-05,10.580718511392382
3.9799999999999998e-05,10.681661565181249
3.9900000000000001e-05,10.782605586215103
3.9999999999999996e-05,10.883558567880337
4.0099999999999999e-05,10.984526913962194
4.0200000000000001e-05,11.085515753447524
4.0299999999999997e-05,11.186529193130012
4.0399999999999999e-05,11.287570519913409
4.0499999999999995e-05,11.388642361358865
4.0599999999999998e-05,11.489746817556997
4.07e-05,11.569654794099661
4.0799999999999996e-05,11.564675811472098
4.0899999999999998e-05,11.559728062904407
4.1e-05,11.554809657943592
4.1099999999999996e-05,11.549918838453337
4.1199999999999999e-05,11.545053970167805
4.1300000000000001e-05,11.540213534012679
4.1399999999999997e-05,11.535396118026741
4.1499999999999999e-05,11.530600409860106
4.1599999999999995e-05,11.525825189787074
4.1699999999999997e-05,11.52106932421928
4.18e-05,11.51633175966127
4.1899999999999995e-05,11.511611517103463
4.1999999999999998e-05,11.506907686795795
4.21e-05,11.502219423396738
4.2199999999999996e-05,11.497545941456476
4.2299999999999998e-05,11.492886511216842
4.2400000000000001e-05,11.488240454711653
4.2499999999999996e-05,11.483607142132161
4.2599999999999999e-05,11.478985988451514
4.2700000000000001e-05,11.474376450287837
4.2799999999999997e-05,11.469778022981821
4.2899999999999999e-05,11.465190237882609
4.2999999999999995e-05,11.460612659823864
4.3099999999999997e-05,11.456044884775469
4.32e-05,11.451486537659544
4.3299999999999995e-05,11.446937270322072
4.3399999999999998e-05,11.51509496545065
4.35e-05,11.61903447491032
4.3599999999999996e-05,11.722954751952237
4.3699999999999998e-05,11.826867405457101
4.3800000000000001e-05,11.930781739649493
4.3899999999999996e-05,12.034705212760352
4.3999999999999999e-05,12.13864379934852
4.4100000000000001e-05,12.242602283662018
4.4199999999999997e-05,12.346584496983487
4.4299999999999999e-05,12.450593504259494
4.4399999999999995e-05,12.554631756041072
4.4499999999999997e-05,12.658701210020302
4.46e-05,12.762803428736724
4.4699999999999996e-05,12.8449671511768
4.4799999999999998e-05,12.839267815525504
4.49e-05,12.83358314614364
4.4999999999999996e-05,12.827912217973212
4.5099999999999998e-05,12.822254170778056
4.5200000000000001e-05,12.81660820558055
4.5299999999999997e-05,12.810973580359429
4.5399999999999999e-05,12.805349606063979
4.5499999999999995e-05,12.799735642895861
4.5599999999999997e-05,12.794131096861245
4.57e-05,12.788535416555931
4.5799999999999995e-05,12.782948090182872
4.5899999999999998e-05,12.777368642774011
4.6e-05,12.771796633609197
4.6099999999999996e-05,12.766231653814339
4.6199999999999998e-05,12.760673324130218
4.6300000000000001e-05,12.755121292834559
4.6399999999999996e-05,12.749575233812775
4.6499999999999999e-05,12.744034844761751
4.6600000000000001e-05,12.738499845520067
4.6699999999999997e-05,12.732969976515742
4.6799999999999999e-05,12.727444997323005
4.6899999999999995e-05,12.721924685318204
4.6999999999999997e-05,12.716408834432379
4.71e-05,12.710897253990346
4.7199999999999995e-05,12.70538976763021
4.7299999999999998e-05,12.699886212299837
4.74e-05,12.769587965198447
4.7499999999999996e-05,12.876335799787203
4.7599999999999998e-05,12.983096949498192
4.7700000000000001e-05,13.08987622102434
4.7799999999999996e-05,13.196677461351488
4.7899999999999999e-05,13.303503749866262
4.8000000000000001e-05,13.410357547234947
4.8099999999999997e-05,13.517240820323558
4.8199999999999999e-05,13.624155137313959
4.8299999999999995e-05,13.731101748704605
4.8399999999999997e-05,13.838081650272755
4.85e-05,13.945095630205525
4.8599999999999995e-05,14.052144314317422
4.8699999999999998e-05,14.136517385411281
4.88e-05,14.130064437259511
4.8899999999999996e-05,14.12360737651176
4.8999999999999998e-05,14.117146398391672
4.9100000000000001e-05,14.11068168460447
4.9199999999999997e-05,14.10421340540835
4.9299999999999999e-05,14.097741720423933
4.9399999999999995e-05,14.091266779357772
4.9499999999999997e-05,14.084788722727225
4.9599999999999999e-05,14.078307682474289
4.9699999999999995e-05,14.071823782596317
4.9799999999999998e-05,14.065337139670898
4.99e-05,14.058847863392199
4.9999999999999996e-05,14.052356057057686
5.0099999999999998e-05,14.045861818001994
5.02e-05,14.039365238023082
5.0299999999999996e-05,14.032866403766375
5.0399999999999999e-05,14.026365397087483
5.0500000000000001e-05,14.019862295384478
5.0599999999999997e-05,14.013357171911174
5.0699999999999999e-05,14.006850096067502
5.0799999999999995e-05,14.000341133668279
5.0899999999999997e-05,13.993830347193455
5.1e-05,13.987317796021802
5.1099999999999995e-05,13.98080353664783
5.1199999999999998e-05,13.974287622882505
5.13e-05,13.967770106040886
5.1399999999999996e-05,14.038934292028131
5.1499999999999998e-05,14.148389389500448
5.1600000000000001e-05,14.257880299423741
5.1699999999999996e-05,14.367405511005266
5.1799999999999999e-05,14.476963597079905
5.1899999999999994e-05,14.586553207969331
5.1999999999999997e-05,14.696173066001645
5.2099999999999999e-05,14.805821960532981
5.2199999999999995e-05,14.915498743405683
5.2299999999999997e-05,15.025202324611794
5.24e-05,15.134931667799206
5.2499999999999995e-05,15.244685786880478
5.2599999999999998e-05,15.354463742664027
5.27e-05,15.440823089013067
5.2799999999999996e-05,15.43342088608294
5.2899999999999998e-05,15.426002722269455
5.3000000000000001e-05,15.418569431728478
5.3099999999999996e-05,15.411121788616171
5.3199999999999999e-05,15.403660514465077
5.3299999999999995e-05,15.396186281859695
5.3399999999999997e-05,15.388699717875891
5.3499999999999999e-05,15.381201407266671
5.3599999999999995e-05,15.373691895428443
5.3699999999999997e-05,15.36617169115963
5.38e-05,15.358641269219973
5.3899999999999996e-05,15.351101072722377
5.3999999999999998e-05,15.343551515347231
5.41e-05,15.335992983405394
5.4199999999999996e-05,15.328425837752823
5.4299999999999998e-05,15.320850415578144
5.4399999999999994e-05,15.313267032063356
5.4499999999999997e-05,15.305675981915025
5.4599999999999999e-05,15.298077540812116
5.4699999999999995e-05,15.290471966728532
5.4799999999999997e-05,15.282859501177301
5.49e-05,15.275240370367577
5.4999999999999995e-05,15.267614786270041
5.5099999999999998e-05,15.259982947622374
5.52e-05,15.252345040845789
5.5299999999999996e-05,15.244701240915743
5.5399999999999998e-05,15.31717172496009
5.5500000000000001e-05,15.429127429575217
5.5599999999999996e-05,15.541112732670122
5.5699999999999999e-05,15.653126170558162
5.5799999999999994e-05,15.765166359802299
5.5899999999999997e-05,15.8772319910357
5.5999999999999999e-05,15.989321823529025
5.6099999999999995e-05,16.101434681533547
5.6199999999999997e-05,16.213569448792892
5.63e-05,16.325725064399105
5.6399999999999995e-05,16.437900519300488
5.6499999999999998e-05,16.550094852636516
5.66e-05,16.662307148244413
5.6699999999999996e-05,16.750368752113179
5.6799999999999998e-05,16.741759264121633
5.6900000000000001e-05,16.733130222967677
5.6999999999999996e-05,16.724482525219507
5.7099999999999999e-05,16.715817005330987
5.7199999999999994e-05,16.707134441257761
5.7299999999999997e-05,16.698435558414921
5.7399999999999999e-05,16.689721033365842
5.7499999999999995e-05,16.680991497238193
5.7599999999999997e-05,16.672247538914259
5.77e-05,16.663489707987466
5.7799999999999995e-05,16.654718517513924
5.7899999999999998e-05,16.645934446577741
5.8e-05,16.637137942672783
5.8099999999999996e-05,16.628329423907463
5.8199999999999998e-05,16.619509281072055
5.8299999999999994e-05,16.610677879552746
5.8399999999999997e-05,16.601835561105712
5.8499999999999999e-05,16.59298264552104
5.8599999999999995e-05,16.58411943215858
5.8699999999999997e-05,16.575246201376405
5.8799999999999999e-05,16.566363215863017
5.8899999999999995e-05,16.557470721884755
5.8999999999999998e-05,16.548568950425011
5.91e-05,16.539658118257208
5.9199999999999996e-05,16.530738428949558
5.9299999999999998e-05,16.521810073779427
5.94e-05,16.595416163277971
5.9499999999999996e-05,16.709696295248914
5.9599999999999999e-05,16.82400105517041
5.9699999999999994e-05,16.938328946433099
5.9799999999999997e-05,17.052678555040547
5.9899999999999999e-05,17.167048542839321
5.9999999999999995e-05,17.281437642729905
6.0099999999999997e-05,17.395844653304909
6.02e-05,17.510268435020922
6.0299999999999995e-05,17.624707904711371
6.0399999999999998e-05,17.739162032644135
6.05e-05,17.853629838738051
6.0599999999999996e-05,17.968110387971567
6.0699999999999998e-05,18.057712922748312
6.0800000000000001e-05,18.047751983834839
6.0899999999999996e-05,18.037768440072512
6.0999999999999999e-05,18.027763221732584
6.1099999999999994e-05,18.017737194625933
6.1199999999999997e-05,18.007691166239386
6.1299999999999999e-05,17.997625889842531
6.1400000000000002e-05,17.987542068264148
6.1499999999999991e-05,17.977440357448035
6.1599999999999993e-05,17.967321369729834
6.1699999999999995e-05,17.957185676888763
6.1799999999999998e-05,17.947033812993947
6.19e-05,17.936866277059547
6.2000000000000003e-05,17.926683535476375
6.2099999999999992e-05,17.916486024323252
6.2199999999999994e-05,17.906274151468349
6.2299999999999996e-05,17.896048298568793
6.2399999999999999e-05,17.885808822897225
6.2500000000000001e-05,17.875556059041543
6.2600000000000004e-05,17.865290320514838
6.2699999999999993e-05,17.855011901212674
6.2799999999999995e-05,17.844721076803296
6.2899999999999997e-05,17.834418105994779
6.3e-05,17.824103231727786
6.3100000000000002e-05,17.813776682286829
6.3199999999999991e-05,17.803438672310978
6.3299999999999994e-05,17.793089403772207
6.3399999999999996e-05,17.867680967126269
6.3499999999999999e-05,17.984128699790862
6.3600000000000001e-05,18.100596261307292
6.3700000000000003e-05,18.217082118663665
6.3799999999999992e-05,18.33358482372892
6.3899999999999995e-05,18.450103006434645
6.3999999999999997e-05,18.566635369228713
6.41e-05,18.683180683533223
6.4200000000000002e-05,18.799737783093718
6.4299999999999991e-05,18.91630556070826
6.4399999999999993e-05,19.032882963700505
6.4499999999999996e-05,19.14946898982738
6.4599999999999998e-05,19.266062685084488
6.4700000000000001e-05,19.357055354223732
6.4800000000000003e-05,19.345609017006595
6.4899999999999992e-05,19.334137150600977
6.4999999999999994e-05,19.322640723538008
6.5099999999999997e-05,19.311120631540984
6.5199999999999999e-05,19.299577710321095
6.5300000000000002e-05,19.288012739773066
6.539999999999999e-05,19.276426447907074
6.5499999999999993e-05,19.264819514471014
6.5599999999999995e-05,19.253192574327525
6.5699999999999998e-05,19.241546220617078
6.58e-05,19.229881007681911
6.5900000000000003e-05,19.21819745375333
6.5999999999999992e-05,19.206496043536522
6.6099999999999994e-05,19.194777230506293
6.6199999999999996e-05,19.183041439135152
6.6299999999999999e-05,19.171289066897359
6.6400000000000001e-05,19.159520486191919
6.6500000000000004e-05,19.147736046072705
6.6599999999999993e-05,19.135936073897081
6.6699999999999995e-05,19.124120876848608
6.6799999999999997e-05,19.112290743342964
6.69e-05,19.100445944355879
6.7000000000000002e-05,19.088586734629367
6.7099999999999991e-05,19.076713353823099
6.7199999999999994e-05,19.064826027569044
6.7299999999999996e-05,19.052924968449492
6.7399999999999998e-05,19.128357199143515
6.7500000000000001e-05,19.246820930707756
6.7600000000000003e-05,19.36529981717667
6.7699999999999992e-05,19.48379228956248
6.7799999999999995e-05,19.602296864918561
6.7899999999999997e-05,19.720812141962661
6.7999999999999999e-05,19.839336794384138
6.8100000000000002e-05,19.957869565026169
6.8199999999999991e-05,20.076409262184814
6.8299999999999993e-05,20.194954754437816
6.8399999999999996e-05,20.313504966488107
6.8499999999999998e-05,20.432058875282433
6.86e-05,20.550615506658065
6.8700000000000003e-05,20.642852438807068
6.8799999999999992e-05,20.62979175533988
6.8899999999999994e-05,20.61670274787107
6.8999999999999997e-05,20.603586416007346
6.9099999999999999e-05,20.590443685437226
6.9200000000000002e-05,20.57727542012859
6.929999999999999e-05,20.564082426700047
6.9399999999999993e-05,20.55086545841257
6.9499999999999995e-05,20.53762521891402
6.9599999999999998e-05,20.524362365722016
6.97e-05,20.511077513450996
6.9800000000000003e-05,20.497771236821603
6.9899999999999991e-05,20.484444073467277
6.9999999999999994e-05,20.47109652650931
7.0099999999999996e-05,20.457729066999274
7.0199999999999999e-05,20.444342136166739
7.0300000000000001e-05,20.430936147481209
7.0400000000000004e-05,20.417511488639484
7.0499999999999992e-05,20.404068523328021
7.0599999999999995e-05,20.390607592964102
7.0699999999999997e-05,20.377129018188448
7.08e-05,20.363633100371111
7.0900000000000002e-05,20.350120122945135
7.0999999999999991e-05,20.336590352663482
7.1099999999999994e-05,20.323044040768281
7.1199999999999996e-05,20.309481424092755
7.1299999999999998e-05,20.295902726045611
7.1400000000000001e-05,20.372035761445979
